ID,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,city,median_income_range,Housevalue_Range,Housing_Age_range,Residents,block
6971,-118.31,34,52,2709,642,1751,613,2.1116,122500,Westmorland,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6971,Block 6971
6972,-118.31,34,52,1630,379,1413,405,1.933,120000,Westmorland,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6972,Block 6972
6973,-118.31,34,52,1542,309,939,276,1.6892,129100,Westmorland,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6973,Block 6973
6974,-118.31,34,47,1551,362,1329,322,1.9792,116400,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6974,Block 6974
6975,-118.31,33.99,49,857,196,694,228,2.895,108000,Westmorland,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6975,Block 6975
6976,-118.31,33.99,47,1525,359,982,333,2.0915,126600,Westmorland,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6976,Block 6976
6977,-118.31,33.99,45,1489,339,791,316,2.2339,104800,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6977,Block 6977
6978,-118.31,33.99,44,1703,358,789,249,1.7083,100000,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6978,Block 6978
6979,-118.31,33.98,52,1975,379,1043,371,2.3977,112200,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6979,Block 6979
6980,-118.31,33.98,52,1837,426,1062,343,2,96500,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6980,Block 6980
6981,-118.31,33.98,52,1607,331,900,295,3.5982,96600,Westmorland,3.5446 < income <= 4.767 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6981,Block 6981
6982,-118.31,33.98,50,1985,454,1090,410,1.825,106600,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6982,Block 6982
6983,-118.31,33.98,44,222,54,234,77,5.1136,111700,Westmorland,4.767 < income <= 15.0001 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R6983,Block 6983
6984,-118.31,33.97,52,1629,277,819,288,3.725,142600,Westmorland,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6984,Block 6984
6985,-118.31,33.97,52,1595,325,823,302,3.2188,124200,Westmorland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6985,Block 6985
6986,-118.31,33.97,48,1541,314,819,312,3.0917,136100,Westmorland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6986,Block 6986
6987,-118.31,33.97,47,2066,422,1156,380,2.7917,125800,Westmorland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6987,Block 6987
6988,-118.31,33.96,52,2523,460,1167,413,3.0625,127400,Westmorland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6988,Block 6988
6989,-118.31,33.96,47,2005,392,1134,415,3.7143,140300,Westmorland,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6989,Block 6989
6990,-118.31,33.96,47,1586,322,1077,339,4.4861,140400,Westmorland,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6990,Block 6990
6991,-118.31,33.96,46,1686,303,870,320,3.4643,136300,Westmorland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6991,Block 6991
6992,-118.31,33.96,43,2149,493,1316,462,1.528,131800,Westmorland,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6992,Block 6992
6993,-118.31,33.96,43,2118,569,1266,500,1.747,121000,Westmorland,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6993,Block 6993
6994,-118.31,33.95,44,2490,430,1305,411,4.8295,149600,Westmorland,4.767 < income <= 15.0001 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6994,Block 6994
6995,-118.31,33.95,44,1558,333,1095,316,4.0043,133500,Westmorland,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6995,Block 6995
6996,-118.31,33.95,43,1823,358,1065,342,3.2708,131000,Westmorland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6996,Block 6996
6997,-118.31,33.94,44,1854,367,976,335,3.6583,126700,Wheatland,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6997,Block 6997
6998,-118.31,33.94,41,1353,286,751,250,2.7401,131700,Wheatland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6998,Block 6998
6999,-118.31,33.94,40,1917,438,1021,383,2.2448,175000,Wheatland,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R6999,Block 6999
7000,-118.31,33.94,40,1550,278,798,270,3.775,153800,Wheatland,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R7000,Block 7000
7001,-118.31,33.94,40,1323,243,684,229,3.2206,145800,Wheatland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R7001,Block 7001
7002,-118.31,33.93,43,1834,292,997,295,4.9464,150300,Whittier,4.767 < income <= 15.0001 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R7002,Block 7002
7003,-118.31,33.93,37,1282,244,852,249,4.2917,127900,Whittier,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,29.0 < Housing_Age < 37.0 ,R7003,Block 7003
7004,-118.31,33.93,35,1580,266,926,282,5.0653,158000,Whittier,4.767 < income <= 15.0001 ,119400.0 < House_Value <= 180400.0 ,29.0 < Housing_Age < 37.0 ,R7004,Block 7004
7005,-118.31,33.92,35,1307,246,672,219,4.8456,146400,Whittier,4.767 < income <= 15.0001 ,119400.0 < House_Value <= 180400.0 ,29.0 < Housing_Age < 37.0 ,R7005,Block 7005
7006,-118.31,33.91,36,961,173,625,179,4.2596,181100,Whittier,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R7006,Block 7006
7007,-118.31,33.91,31,1415,339,874,289,3.8173,177900,Whittier,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,29.0 < Housing_Age < 37.0 ,R7007,Block 7007
7008,-118.31,33.9,38,1400,399,1131,405,3.5417,198400,Whittier,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R7008,Block 7008
7009,-118.31,33.9,30,2407,581,1724,531,3.4792,194700,Whittier,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R7009,Block 7009
7010,-118.31,33.9,28,1576,400,891,378,2.6312,171300,Whittier,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R7010,Block 7010
7011,-118.31,33.89,37,2278,508,1257,498,3.7639,220600,Whittier,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R7011,Block 7011
7012,-118.31,33.88,33,2147,505,1371,498,2.4219,260700,Whittier,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R7012,Block 7012
7013,-118.31,33.88,32,2421,671,1491,587,3.5644,242300,Whittier,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R7013,Block 7013
7014,-118.31,33.88,21,1490,430,686,400,2.3812,237500,Whittier,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R7014,Block 7014
7015,-118.31,33.86,29,2243,361,1051,352,6.6632,325200,Whittier,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R7015,Block 7015
7016,-118.31,33.84,52,1819,464,1068,424,3.625,270700,Wildomar,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R7016,Block 7016
7017,-118.31,33.84,5,3559,869,2965,794,2.6491,216700,Wildomar,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R7017,Block 7017
7018,-118.31,33.83,50,696,311,382,234,2.775,225000,Wildomar,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R7018,Block 7018
7019,-118.31,33.83,45,2929,755,1635,652,2.9375,273000,Wildomar,2.566375 < income <= 3.5446 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R7019,Block 7019
7020,-118.31,33.82,39,2198,425,1160,436,4.1406,323700,Wildomar,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R7020,Block 7020
7021,-118.31,33.82,35,3462,814,1902,700,3.402,279900,Wildomar,2.566375 < income <= 3.5446 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R7021,Block 7021
7022,-118.31,33.82,26,2345,408,1195,377,5.4925,361700,Wildomar,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R7022,Block 7022
7023,-118.31,33.81,30,1773,356,905,352,4.3056,336000,Wildomar,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R7023,Block 7023
7024,-118.31,33.81,23,3942,748,1679,711,4.1169,362600,Wildomar,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R7024,Block 7024
7025,-118.31,33.8,31,4464,991,2420,947,4.0425,277900,Wildomar,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R7025,Block 7025
7026,-118.31,33.8,29,2795,572,1469,557,3.7167,308900,Wildomar,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R7026,Block 7026
7027,-118.31,33.79,38,1601,352,711,304,3.3958,250000,Wildomar,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R7027,Block 7027
7028,-118.31,33.79,35,2290,563,1374,530,3.2472,254700,Wildomar,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R7028,Block 7028
7029,-118.31,33.78,30,4573,819,2411,819,3.5804,383800,Wildomar,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R7029,Block 7029
7030,-118.31,33.76,26,4486,709,1873,719,6.5704,414700,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R7030,Block 7030
7031,-118.31,33.75,36,2715,474,1303,457,4.6042,357300,Williams,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R7031,Block 7031
7032,-118.31,33.75,34,2338,393,1031,373,6.287,396400,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R7032,Block 7032
7033,-118.31,33.74,36,2464,472,1111,457,4.5074,350000,Williams,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R7033,Block 7033
7034,-118.31,33.74,22,5042,974,2260,935,4.3472,351200,Williams,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R7034,Block 7034
7035,-118.31,33.73,52,1665,280,656,282,5.249,351900,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R7035,Block 7035
7036,-118.31,33.73,52,1642,287,692,288,4.1812,321500,Williams,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R7036,Block 7036
7037,-118.31,33.73,36,1725,295,799,306,5.0874,368500,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R7037,Block 7037
7038,-118.31,33.73,33,2265,366,986,388,5.4533,409800,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R7038,Block 7038
7039,-118.31,33.67,42,1297,246,611,242,5.3074,401900,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R7039,Block 7039
7040,-118.32,34.62,31,1398,273,884,299,4.8409,264900,Vallejo,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R7040,Block 7040
7041,-118.32,34.26,32,3690,791,1804,715,4.4875,222700,Sierra Madre,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R7041,Block 7041
7042,-118.32,34.2,36,759,136,372,135,4.9886,328900,Westmorland,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R7042,Block 7042
7043,-118.32,34.2,36,1978,337,834,311,3.9866,294400,Westmorland,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R7043,Block 7043
7044,-118.32,34.2,29,2209,444,952,403,4.375,341200,Westmorland,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R7044,Block 7044
7045,-118.32,34.19,37,589,119,375,122,3.3897,222700,Westmorland,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R7045,Block 7045
7046,-118.32,34.19,37,1519,331,613,315,3.0179,272500,Westmorland,2.566375 < income <= 3.5446 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R7046,Block 7046
7047,-118.32,34.19,37,1335,249,485,240,4.1731,352100,Westmorland,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R7047,Block 7047
7048,-118.32,34.18,49,192,41,83,38,3.0179,118800,Westmorland,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R7048,Block 7048
7049,-118.32,34.18,44,1594,389,832,340,3.4,212100,Westmorland,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R7049,Block 7049
7050,-118.32,34.17,47,2589,465,1284,485,5.1008,247100,Westmorland,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R7050,Block 7050
7051,-118.32,34.17,45,3448,690,1562,643,4.0648,258800,Westmorland,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R7051,Block 7051
7052,-118.32,34.17,40,1868,356,799,403,2.9306,279300,Westmorland,2.566375 < income <= 3.5446 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R7052,Block 7052
7053,-118.32,34.17,39,1995,564,1202,544,3.5875,250000,Westmorland,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R7053,Block 7053
7054,-118.32,34.16,49,1074,170,403,208,6.2547,366700,Westmorland,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R7054,Block 7054
7055,-118.32,34.16,46,2345,453,1031,427,4.3173,278300,Westmorland,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R7055,Block 7055
7056,-118.32,34.14,23,4574,1423,1624,995,4.0965,500001,Westmorland,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R7056,Block 7056
7057,-118.32,34.13,34,1856,273,540,264,4.0833,500001,Westmorland,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R7057,Block 7057
7058,-118.32,34.12,52,3410,800,1218,783,4.15,393500,Westmorland,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R7058,Block 7058
7059,-118.32,34.11,42,2462,543,857,482,4.0833,434400,Westmorland,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R7059,Block 7059
7060,-118.32,34.11,33,5135,1450,2404,1292,3.2462,435700,Westmorland,2.566375 < income <= 3.5446 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R7060,Block 7060
7061,-118.32,34.1,52,786,270,756,273,2.2311,206300,Westmorland,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R7061,Block 7061
7062,-118.32,34.1,43,1615,734,1460,644,1.4005,193800,Westmorland,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R7062,Block 7062
7063,-118.32,34.1,36,1655,690,1957,633,1.7325,221900,Westmorland,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R7063,Block 7063
7064,-118.32,34.1,31,622,229,597,227,1.5284,200000,Westmorland,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R7064,Block 7064
7065,-118.32,34.1,30,2193,965,2197,836,1.8277,137500,Westmorland,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,29.0 < Housing_Age < 37.0 ,R7065,Block 7065
7066,-118.32,34.1,28,1759,716,1463,620,1.7306,450000,Westmorland,0.4999 < income <= 2.566375 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R7066,Block 7066
7067,-118.32,34.09,34,2473,1171,2655,1083,1.6331,162500,Westmorland,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,29.0 < Housing_Age < 37.0 ,R7067,Block 7067
7068,-118.32,34.09,34,1478,675,1976,653,2.0557,225000,Westmorland,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R7068,Block 7068
7069,-118.32,34.09,32,563,191,626,185,2.0341,250000,Westmorland,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R7069,Block 7069
7070,-118.32,34.09,30,1871,766,2595,819,2.0044,212500,Westmorland,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R7070,Block 7070
7071,-118.32,34.09,27,210,98,332,112,2.5556,175000,Westmorland,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R7071,Block 7071
7072,-118.32,34.08,52,1164,257,575,251,3.125,380400,Westmorland,2.566375 < income <= 3.5446 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R7072,Block 7072
7073,-118.32,34.08,52,1137,304,754,297,3.37,330300,Westmorland,2.566375 < income <= 3.5446 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R7073,Block 7073
7074,-118.32,34.08,46,2038,534,1250,525,2.4196,358100,Westmorland,0.4999 < income <= 2.566375 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R7074,Block 7074
7075,-118.32,34.07,52,2980,366,967,359,11.2185,500001,Westmorland,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R7075,Block 7075
7076,-118.32,34.07,52,2156,306,861,311,8.8062,500001,Westmorland,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R7076,Block 7076
7077,-118.32,34.07,25,2740,707,1420,664,3.5909,404500,Westmorland,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R7077,Block 7077
7078,-118.32,34.06,52,983,246,578,204,5.7393,500001,Westmorland,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R7078,Block 7078
7079,-118.32,34.06,52,955,100,457,120,15.0001,500001,Westmorland,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R7079,Block 7079
7080,-118.32,34.06,43,2808,584,1654,569,4.125,436800,Westmorland,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R7080,Block 7080
7081,-118.32,34.06,36,3239,722,1383,612,4.5918,337000,Westmorland,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R7081,Block 7081
7082,-118.32,34.05,50,1389,364,976,302,1.5882,327300,Westmorland,0.4999 < income <= 2.566375 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R7082,Block 7082
7083,-118.32,34.05,42,3343,1183,3480,1146,1.9923,250000,Westmorland,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R7083,Block 7083
7084,-118.32,34.05,42,3292,713,2224,674,3.5517,291500,Westmorland,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R7084,Block 7084
7085,-118.32,34.04,47,1989,532,1430,519,1.8333,151100,Westmorland,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R7085,Block 7085
7086,-118.32,34.04,44,1008,223,544,223,2.8654,176800,Westmorland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R7086,Block 7086
7087,-118.32,34.04,42,1766,404,1117,367,2.0259,168800,Westmorland,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R7087,Block 7087
7088,-118.32,34.04,39,1294,330,1140,313,2.2554,165000,Westmorland,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R7088,Block 7088
7089,-118.32,34.03,50,1845,349,1109,335,2.8971,127800,Westmorland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R7089,Block 7089
7090,-118.32,34.03,47,1734,453,1272,438,3.1731,121500,Westmorland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R7090,Block 7090
7091,-118.32,34.03,47,1082,198,455,193,3.0132,223200,Westmorland,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R7091,Block 7091
7092,-118.32,34.03,35,3189,935,2221,801,2.1046,114000,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,29.0 < Housing_Age < 37.0 ,R7092,Block 7092
7093,-118.32,34.03,31,2206,501,1194,435,1.9531,227800,Westmorland,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R7093,Block 7093
7094,-118.32,34.02,52,2511,587,1660,546,2.6098,127100,Westmorland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R7094,Block 7094
7095,-118.32,34.02,51,2010,460,1355,433,2.0304,133400,Westmorland,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R7095,Block 7095
7096,-118.32,34.02,50,1655,256,672,260,4.2554,194300,Westmorland,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R7096,Block 7096
7097,-118.32,34.02,48,1949,308,823,340,3.3906,189700,Westmorland,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R7097,Block 7097
7098,-118.32,34.02,47,1648,346,1120,338,2.0042,114200,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R7098,Block 7098
